iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__bootstrap,param_classifier__criterion,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,818,0.5244073867797852,0.036435110116559435,0.07873702049255371,0.013579284258783606,False,gini,30,log2,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.48222867738167835,0.5283778179954415,0.5704994393975715,0.447812718022293,0.5605912957344062,0.5179019897062782,0.04665555220750318,132,0.9579587756895062,0.9781562919072245,0.9691555478919753,0.9609402307096051,0.9468461239987412,0.9626113940394104,0.010558912663781105
0,818,0.9992650032043457,0.08367903123888358,0.13559045791625976,0.005698590683688142,False,gini,30,log2,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.47180194494574346,0.5438075036956306,0.5698020583390015,0.4485695598159224,0.5588813015848896,0.5185724736762375,0.04893663044966005,131,0.9597792396255752,0.9792461198458638,0.9706845998797429,0.9639478769218727,0.9499727997715978,0.9647261272089305,0.009890112471455841
0,818,0.4993793487548828,0.08911797140564238,0.08360581398010254,0.012495543787411745,False,gini,30,log2,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.49511173393157487,0.527443171665122,0.517731657438162,0.43517028116157075,0.5268548154164711,0.50046233192258,0.034682673753304354,162,0.7576810484968426,0.7580757797593316,0.7584345939435597,0.7656194010846761,0.7697530024870817,0.7619127651542984,0.004897673511293382
0,818,1.0204292774200439,0.027501205948391918,0.13338880538940429,0.015186060376773057,False,gini,30,log2,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.5005742187195256,0.5327394167622953,0.5378200436902211,0.4312595582057923,0.5510723842009355,0.510693124315754,0.0430452716791829,138,0.7631164278568906,0.7680508505084012,0.7574321041760189,0.7564857530515919,0.7694162794276598,0.7629002830041125,0.0052930227245514844
0,818,0.5535771369934082,0.028852659889705194,0.09727644920349121,0.029509709894749613,False,gini,30,log2,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.5095668413914204,0.5180541504357312,0.5135200017684677,0.4306771520935999,0.5386272232257829,0.5020890737830005,0.03708413601425338,155,0.7205709562612829,0.7301425173796869,0.7182736193974728,0.7304080508778497,0.7391521594133991,0.7277094606659383,0.00753831352900956
0,818,0.9764316082000732,0.08505231935512399,0.11613154411315918,0.025605570041014734,False,gini,30,log2,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.5150612564600761,0.5490100175113608,0.5253542321480934,0.4234665874991521,0.5478531450470634,0.5121490477331492,0.04621893608954675,137,0.7286794237416704,0.7300300224859462,0.7317940110016078,0.7332590135590767,0.737209048818155,0.7321943039212913,0.002948898242511385
0,818,0.79725341796875,0.07501773715246242,0.06898484230041504,0.0139316477105685,False,entropy,,sqrt,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.41412238151383596,0.48765284917858936,0.46487339793982574,0.4537753373642945,0.4487255301672479,0.45382989923275874,0.02395285089789587,237,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.4339279651641845,0.11564068340187125,0.17052702903747557,0.020140421382147524,False,entropy,,sqrt,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.41308534064036373,0.47774104470654,0.47739144713970194,0.4228386336253532,0.4404070993184686,0.44629271308608554,0.02699478727076185,249,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.9194454193115235,0.10419314432901693,0.07252964973449708,0.014290472333572331,False,entropy,,sqrt,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4253504697045885,0.5122618021450074,0.5450439727280219,0.43385885309308786,0.49237598590864723,0.48177821671587057,0.045879131681080515,213,0.9718851142505991,0.9776806844485026,0.9754119430403313,0.9621343780818113,0.9625375833513212,0.9699299406345132,0.006470963230184179
0,818,1.2976216793060302,0.09488867313335199,0.13553662300109864,0.019876578905185637,False,entropy,,sqrt,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.40935316655397797,0.5125259551698965,0.5653443779772531,0.43282477046190515,0.4872160210652358,0.48145285824565376,0.05585623500481282,214,0.9748557050593198,0.9792105484121016,0.9754119430403313,0.9668660311496671,0.9625690704273829,0.9717826596177606,0.006113138304515017
0,818,0.6056875705718994,0.10889393322824152,0.08016934394836425,0.008541665581794106,False,entropy,,sqrt,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.3962369648822658,0.49369246976608944,0.4952424487054998,0.4209204991195888,0.4403808112520638,0.4492946387451015,0.039451320675799546,242,0.9363993497439738,0.9424929388444808,0.9334345737162039,0.9235665378652419,0.9189164773049335,0.9309619754949667,0.008584036589350143
0,818,1.1242039680480957,0.0720597975768042,0.1240504264831543,0.01025921748811828,False,entropy,,sqrt,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4004405009006563,0.49520322569590997,0.49300174519706746,0.42949685560286477,0.48462690802349806,0.46055384708399927,0.03849963351088451,231,0.9368469174306189,0.9407100065696749,0.9334767956371584,0.9242356468654143,0.9114072749634893,0.929335328293271,0.010491719362255417
0,818,0.5812690734863282,0.09806892929846941,0.06189451217651367,0.00968844618638159,False,entropy,,sqrt,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4105892663813992,0.4822089547870686,0.5024935161090786,0.4077673175279748,0.45673723503354047,0.45195925796781233,0.0378311730510269,239,0.900219260758174,0.8954675058804586,0.90001870665666,0.8776264636965291,0.8903264291252488,0.8927316732234141,0.008373794333492356
0,818,1.1240233898162841,0.033514276857918406,0.11428971290588379,0.021290054032558337,False,entropy,,sqrt,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4088619230503493,0.5009402549411256,0.49703515235541523,0.4324737239571671,0.46559750810558775,0.460981712481929,0.0359082694418265,229,0.8971376112619193,0.9010544411757468,0.9046649018433056,0.8802675124138198,0.8857779993376368,0.8937804932064857,0.009265975071138893
0,818,0.6923927307128906,0.08675142101084977,0.07111606597900391,0.016386504188957617,False,entropy,,log2,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.42322451792717136,0.48773758471681644,0.4749708413581999,0.425704155468462,0.47855000146284343,0.45803742018669863,0.027738005290103052,234,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.2154153823852538,0.04214778704065535,0.15956058502197265,0.039250885009460966,False,entropy,,log2,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.40829534785165467,0.4881897041611831,0.49845703311999645,0.4207572178660763,0.4862594883763609,0.4603917582750543,0.03788340844627734,233,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.6225374221801758,0.061213893574682515,0.083522367477417,0.030374689151295053,False,entropy,,log2,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.47886222799135814,0.5451222237526037,0.5238104766828741,0.4733535824737689,0.5090777937301099,0.5060452609261429,0.027053544275743052,147,0.9748045676389651,0.978089025876622,0.9794791535134834,0.9684445800647744,0.9665926432483463,0.9734819940684382,0.005133781431011217
0,818,1.0667028903961182,0.03187130905566937,0.10572762489318847,0.022766503513250155,False,entropy,,log2,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4583209789611685,0.5418153423084058,0.5772800642819172,0.4723440665162668,0.5279218337826874,0.5155364571700891,0.044261594942334365,134,0.9731362264300591,0.9793500572239998,0.9794791535134834,0.968442589375263,0.9682050953012226,0.9737226243688054,0.004969333706252147
0,818,0.5736606121063232,0.13361088741261778,0.06699104309082031,0.011764082861229942,False,entropy,,log2,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.48715710289149483,0.5106698418680423,0.5170088994211571,0.4415261525934848,0.5212272338062446,0.49551784611608474,0.029453101566855842,172,0.7803053833187774,0.7792896526886055,0.7737187919336912,0.7826760450297112,0.78351012752697,0.7799000000995511,0.0034491633595015907
0,818,0.9974929809570312,0.04300890280441703,0.12812247276306152,0.02134982337865878,False,entropy,,log2,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.47969690845210344,0.5152816778812516,0.5163023480281597,0.42221171988583645,0.542629394203122,0.4952244096900946,0.041631147511699156,174,0.7827714328039308,0.7912203555156573,0.7836880670327467,0.7826246604214565,0.7845425493854731,0.7849694130318529,0.0032008537599882226
0,818,0.48160395622253416,0.052574769483333436,0.08384122848510742,0.015570374794124849,False,entropy,,log2,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4835957324950468,0.5052847316661437,0.5115372767197542,0.40910930635997667,0.5181646249491793,0.48553833443802014,0.039938728249761635,203,0.7495397267624233,0.7687114142878015,0.7515385767617484,0.7597616527403399,0.762641391355113,0.7584385523814852,0.0070957015536946885
0,818,1.0876696109771729,0.13477175227116867,0.1291497230529785,0.03295470000765639,False,entropy,,log2,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4633479818295769,0.5100877110458442,0.5384670514935526,0.40620143342774434,0.5462356324933012,0.4928679620580039,0.05216593021839487,186,0.7530765987577063,0.7674515061001161,0.7557986217134347,0.7554582362903288,0.7584738517182383,0.7580517629159649,0.0050017719844680265
0,818,0.8547338008880615,0.11771788152556559,0.0766108512878418,0.012894787009992406,False,entropy,30,sqrt,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4161179126306669,0.48410818762345126,0.46491381275751453,0.4537753373642945,0.4399259003999835,0.45176823015518214,0.02295166043659017,241,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.388031578063965,0.11177574525410018,0.13710198402404786,0.013194985421484095,False,entropy,30,sqrt,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.41385387789216393,0.477671125352159,0.47739144713970194,0.4242309617235228,0.44616722095782635,0.44786292661307475,0.026375832929679127,244,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.7873140811920166,0.0552309832316744,0.07744908332824707,0.009065164328803377,False,entropy,30,sqrt,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.43036898053517547,0.5122618021450074,0.5450439727280219,0.4447057379751993,0.49237598590864723,0.48495129585841024,0.042452452613962875,207,0.9718851142505991,0.9776806844485026,0.9754119430403313,0.9621343780818113,0.9625375833513212,0.9699299406345132,0.006470963230184179
0,818,1.2976242542266845,0.0394333869481107,0.14005064964294434,0.026346521237860798,False,entropy,30,sqrt,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.40935316655397797,0.5125259551698965,0.5653443779772531,0.43282477046190515,0.4872160210652358,0.48145285824565376,0.05585623500481282,214,0.9748557050593198,0.9792105484121016,0.9754119430403313,0.9668660311496671,0.9625690704273829,0.9717826596177606,0.006113138304515017
0,818,0.5604748725891113,0.06145695741230078,0.09053287506103516,0.02248709321296679,False,entropy,30,sqrt,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.3962369648822658,0.49369246976608944,0.4952424487054998,0.4209204991195888,0.4403808112520638,0.4492946387451015,0.039451320675799546,242,0.9363993497439738,0.9424929388444808,0.9334345737162039,0.9235665378652419,0.9189164773049335,0.9309619754949667,0.008584036589350143
0,818,1.124387836456299,0.034061370677168856,0.1222033977508545,0.010284103565790239,False,entropy,30,sqrt,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4004405009006563,0.49520322569590997,0.49300174519706746,0.42949685560286477,0.48462690802349806,0.46055384708399927,0.03849963351088451,231,0.9368469174306189,0.9407100065696749,0.9334767956371584,0.9242356468654143,0.9114072749634893,0.929335328293271,0.010491719362255417
0,818,0.6264604568481446,0.03755855962931839,0.06813054084777832,0.008715068652943352,False,entropy,30,sqrt,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4105892663813992,0.4822089547870686,0.5024935161090786,0.4077673175279748,0.45673723503354047,0.45195925796781233,0.0378311730510269,239,0.900219260758174,0.8954675058804586,0.90001870665666,0.8776264636965291,0.8903264291252488,0.8927316732234141,0.008373794333492356
0,818,1.1030460357666017,0.06370535288264512,0.1262199878692627,0.028313877850225506,False,entropy,30,sqrt,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4088619230503493,0.5009402549411256,0.49703515235541523,0.4324737239571671,0.46559750810558775,0.460981712481929,0.0359082694418265,229,0.8971376112619193,0.9010544411757468,0.9046649018433056,0.8802675124138198,0.8857779993376368,0.8937804932064857,0.009265975071138893
0,818,0.6386513710021973,0.07066559460320988,0.06998157501220703,0.008545427324734489,False,entropy,30,log2,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.43700488205738,0.4836635865988119,0.48169263011525576,0.43014717993911616,0.4843936296884407,0.4633803816798009,0.024447560674596528,227,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.1789773941040038,0.055846705928569246,0.14730019569396974,0.04267401616802409,False,entropy,30,log2,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.43486452970393785,0.48943715523019027,0.4800762473439297,0.41428895166971097,0.5127079242685247,0.46627496164325877,0.036255049812388626,226,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.6619263648986816,0.11114338608834586,0.08734722137451172,0.01142083948501112,False,entropy,30,log2,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.47473537298105806,0.5422424115394497,0.5435976614289941,0.453067844958025,0.5301227296887596,0.5087532041192573,0.037551010378339585,144,0.9742907115104547,0.9793500572239998,0.9784161068032924,0.9669514817087087,0.963548655671572,0.9725114025836055,0.006261664663873644
0,818,1.1733613014221191,0.10070834210967532,0.12117109298706055,0.01679831766771405,False,entropy,30,log2,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4541036236792157,0.548357939612461,0.5541161788152399,0.4560089366205684,0.5318527358730988,0.5088878829201168,0.04456089455643938,143,0.9742907115104547,0.9793500572239998,0.9784161068032924,0.9684445800647744,0.9668973178607027,0.9734797546926448,0.0050629464368080876
0,818,0.5749825954437255,0.12205230686681429,0.07246041297912598,0.007034821173397421,False,entropy,30,log2,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.48715710289149483,0.5106698418680423,0.5170088994211571,0.4415261525934848,0.5212272338062446,0.49551784611608474,0.029453101566855842,172,0.7803053833187774,0.7792896526886055,0.7737187919336912,0.7826760450297112,0.78351012752697,0.7799000000995511,0.0034491633595015907
0,818,1.122274684906006,0.191859957345286,0.13573575019836426,0.013573461187225825,False,entropy,30,log2,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.47969690845210344,0.5152816778812516,0.5163023480281597,0.42221171988583645,0.542629394203122,0.4952244096900946,0.041631147511699156,174,0.7827714328039308,0.7912203555156573,0.7836880670327467,0.7826246604214565,0.7845425493854731,0.7849694130318529,0.0032008537599882226
0,818,0.4734395980834961,0.042471648981086414,0.0762742042541504,0.008810331960983115,False,entropy,30,log2,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4835957324950468,0.5052847316661437,0.5115372767197542,0.40910930635997667,0.5181646249491793,0.48553833443802014,0.039938728249761635,203,0.7495397267624233,0.7687114142878015,0.7515385767617484,0.7597616527403399,0.762641391355113,0.7584385523814852,0.0070957015536946885
0,818,0.8398038864135742,0.055245952084406,0.11716246604919434,0.023626107453775514,False,entropy,30,log2,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4633479818295769,0.5100877110458442,0.5384670514935526,0.40620143342774434,0.5462356324933012,0.4928679620580039,0.05216593021839487,186,0.7530765987577063,0.7674515061001161,0.7557986217134347,0.7554582362903288,0.7584738517182383,0.7580517629159649,0.0050017719844680265
1,1636,3.1851198196411135,0.07949386993773624,0.24249401092529296,0.024202288349113945,False,gini,30,sqrt,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.5212109679263696,0.5670423137991483,0.5909697142832598,0.5072351397913742,0.5605395342041287,0.5493995340008562,0.030776219938906627,102,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,1636,1.8580860137939452,0.2632295064914375,0.10900635719299316,0.016681420276695592,False,gini,,sqrt,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.5026628946854754,0.5585376610983879,0.5711938009471799,0.5129866932223481,0.5786030654616905,0.5447968230830164,0.031034256483612306,117,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,1636,2.023770236968994,0.16714929487338342,0.08856282234191895,0.008474391081092337,False,gini,30,sqrt,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.5073474001901782,0.5645454461071703,0.585436822512796,0.51679413074571,0.5672680715279905,0.548278374216769,0.030569850288603585,108,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,1636,1.3200785636901855,0.15112900084484188,0.08172783851623536,0.026228079077287008,False,gini,,log2,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.51705232314233,0.5707453207067976,0.5774090716130674,0.5070799810014024,0.5699053817550436,0.5484384156437281,0.029977773344198957,107,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,1636,1.1686883449554444,0.06646598323824797,0.10865187644958496,0.019217720405314245,False,entropy,,log2,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.521785707280408,0.5757889421482687,0.5676178075678654,0.49580508005276086,0.5623712008065406,0.5446737475711687,0.030723912924942233,118,0.7033035860037495,0.7060619797004474,0.6778504923974054,0.6888618869817936,0.6826544016564093,0.691746469347961,0.011158722756597052
1,1636,1.375267457962036,0.13930221998631329,0.23128013610839843,0.09330966770281077,False,entropy,30,log2,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.521785707280408,0.5776692302891958,0.5656261871341127,0.49580508005276086,0.5623712008065406,0.5446514811126035,0.030831519679876025,119,0.7026727625954324,0.7067503065489782,0.674565487801568,0.6888618869817936,0.6817591698283175,0.6909219227512179,0.012201251767364986
1,1636,0.9896522045135498,0.3084712081817166,0.0806692123413086,0.0103603186378176,True,gini,,sqrt,3,10,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.5112968819449097,0.5623185160616144,0.5596451531566558,0.5035452710890642,0.5472882074009643,0.5368188059306417,0.024655151333464315,127,0.7817235908735717,0.7669110730468098,0.7568789539789015,0.7760416183559669,0.7489274853338687,0.7660965443178237,0.012029240181995929
1,1636,1.6702528953552247,0.18300914796095868,0.187377405166626,0.05601028963280121,True,entropy,,log2,3,2,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.5248492392504766,0.5550698514842972,0.5431324134456889,0.5083631849393291,0.5598809099910906,0.5382591198221764,0.01922208791641561,125,0.6938785817163986,0.6877344015352568,0.662469398876944,0.6847340919996303,0.6747890204253784,0.6807210989107216,0.011015661489859756
